age,education,wage
48,2. HS Grad,95.23071257
54,2. HS Grad,95.23071257
39,2. HS Grad,95.23071257
26,3. Some College,95.23071257
64,2. HS Grad,95.23071257
29,2. HS Grad,95.23071257
29,3. Some College,95.23071257
35,2. HS Grad,94.69569513
36,4. College Grad,94.65402038
34,2. HS Grad,94.5960991
38,2. HS Grad,94.07271475
58,2. HS Grad,94.07271475
40,1. < HS Grad,94.07271475
51,2. HS Grad,94.07271475
32,2. HS Grad,94.07271475
35,5. Advanced Degree,94.07271475
31,4. College Grad,94.07271475
37,2. HS Grad,94.07271475
26,3. Some College,94.07271475
25,3. Some College,94.07271475
31,3. Some College,94.07271475
44,2. HS Grad,94.07271475
41,4. College Grad,94.07271475
50,2. HS Grad,94.07271475
39,3. Some College,94.07271475
46,2. HS Grad,94.07271475
25,3. Some College,94.07271475
52,4. College Grad,94.07271475
38,2. HS Grad,94.07271475
44,2. HS Grad,94.07271475
25,2. HS Grad,94.07271475
24,4. College Grad,94.07271475
71,1. < HS Grad,94.07271475
23,4. College Grad,94.07271475
37,1. < HS Grad,94.07271475
54,2. HS Grad,94.07271475
50,4. College Grad,94.07271475
48,2. HS Grad,94.07271475
30,4. College Grad,94.07271475
44,3. Some College,94.07271475
51,2. HS Grad,94.07271475
28,2. HS Grad,94.07271475
66,4. College Grad,94.07271475
46,2. HS Grad,94.07271475
32,1. < HS Grad,94.07271475
45,2. HS Grad,94.07271475
52,3. Some College,94.07271475
40,2. HS Grad,94.07271475
37,3. Some College,94.07271475
47,2. HS Grad,94.07271475
26,4. College Grad,94.07271475
29,2. HS Grad,94.07271475
48,2. HS Grad,94.07271475
31,2. HS Grad,94.07271475
41,2. HS Grad,94.07271475
62,3. Some College,94.07271475
54,2. HS Grad,94.07271475
38,3. Some College,94.07271475
46,2. HS Grad,94.07271475
38,1. < HS Grad,94.07271475
80,3. Some College,94.07271475
31,3. Some College,94.07271475
57,1. < HS Grad,94.07271475
29,5. Advanced Degree,94.07271475
57,2. HS Grad,94.07271475
32,4. College Grad,94.07271475
22,4. College Grad,94.07271475
62,3. Some College,94.07271475
33,2. HS Grad,94.07271475
56,2. HS Grad,94.07271475
49,2. HS Grad,94.07271475
50,4. College Grad,94.07271475
44,4. College Grad,94.07271475
36,4. College Grad,94.07271475
23,3. Some College,94.07271475
47,2. HS Grad,94.07271475
45,2. HS Grad,94.07271475
40,3. Some College,94.07271475
34,2. HS Grad,94.07271475
49,2. HS Grad,94.07271475
40,3. Some College,94.07271475
49,2. HS Grad,94.07271475
31,2. HS Grad,94.07271475
53,4. College Grad,94.07271475
32,4. College Grad,94.07271475
51,4. College Grad,94.07271475
58,2. HS Grad,94.07271475
47,2. HS Grad,94.07271475
53,3. Some College,94.07271475
25,3. Some College,94.07271475
30,3. Some College,94.07271475
31,4. College Grad,94.07271475
37,3. Some College,94.07271475
38,2. HS Grad,93.93718158
30,2. HS Grad,93.87868349
59,5. Advanced Degree,93.72167396
27,2. HS Grad,93.55726735
46,2. HS Grad,93.48669204
26,3. Some College,93.48669204
60,1. < HS Grad,93.05348736
29,3. Some College,93.04401493
25,2. HS Grad,92.89584479
33,3. Some College,92.89584479
47,3. Some College,92.89584479
29,2. HS Grad,92.89584479
49,3. Some College,92.89584479
41,2. HS Grad,92.89584479
50,1. < HS Grad,92.89584479
34,1. < HS Grad,92.89584479
45,2. HS Grad,92.89584479
37,2. HS Grad,92.89584479
72,2. HS Grad,92.89584479
66,2. HS Grad,92.89584479
31,3. Some College,92.89584479
66,2. HS Grad,92.89584479
60,5. Advanced Degree,92.89584479
53,1. < HS Grad,92.89584479
47,2. HS Grad,92.89584479
41,5. Advanced Degree,92.89584479
73,1. < HS Grad,92.89584479
37,1. < HS Grad,92.89584479
52,2. HS Grad,92.89584479
45,2. HS Grad,92.79134808
37,2. HS Grad,92.72952791
52,2. HS Grad,92.65813017
31,3. Some College,92.65813017
38,2. HS Grad,92.65813017
40,2. HS Grad,92.30006143
52,2. HS Grad,92.16112203
31,4. College Grad,92.0363233
48,2. HS Grad,91.70163967
42,2. HS Grad,91.69922611
29,2. HS Grad,91.69922611
48,2. HS Grad,91.69922611
27,2. HS Grad,91.69922611
50,2. HS Grad,91.69922611
34,3. Some College,91.69922611
25,4. College Grad,91.69922611
43,3. Some College,91.69922611
54,3. Some College,91.69922611
32,2. HS Grad,91.69922611
25,3. Some College,91.69922611
38,5. Advanced Degree,91.69922611
63,5. Advanced Degree,91.69922611
40,3. Some College,91.69922611
50,2. HS Grad,91.69922611
42,2. HS Grad,91.69922611
62,2. HS Grad,91.69922611
46,2. HS Grad,91.69922611
40,5. Advanced Degree,91.69922611
26,4. College Grad,91.69922611
44,2. HS Grad,91.69922611
51,4. College Grad,91.69922611
39,3. Some College,91.69922611
36,3. Some College,91.69922611
41,3. Some College,91.69922611
42,2. HS Grad,91.60261566
35,5. Advanced Degree,91.09321847
52,3. Some College,91.09321847
49,3. Some College,90.72707931
51,3. Some College,90.48191336
34,2. HS Grad,90.48191336
41,1. < HS Grad,90.48191336
73,1. < HS Grad,90.48191336
23,2. HS Grad,90.48191336
29,4. College Grad,90.48191336
35,4. College Grad,90.48191336
34,4. College Grad,90.48191336
46,2. HS Grad,90.48191336
25,4. College Grad,90.48191336
43,2. HS Grad,90.48191336
22,3. Some College,90.48191336
28,1. < HS Grad,90.48191336
27,3. Some College,90.48191336
37,3. Some College,90.48191336
23,3. Some College,90.48191336
44,4. College Grad,90.48191336
41,2. HS Grad,90.48191336
47,2. HS Grad,90.48191336
43,1. < HS Grad,90.48191336
46,4. College Grad,90.48191336
46,3. Some College,90.48191336
28,4. College Grad,90.48191336
24,3. Some College,90.48191336
54,3. Some College,90.48191336
40,2. HS Grad,90.48191336
46,3. Some College,90.48191336
51,3. Some College,90.48191336
57,2. HS Grad,90.48191336
25,4. College Grad,90.48191336
64,2. HS Grad,90.48191336
58,1. < HS Grad,90.48191336
29,3. Some College,90.48191336
55,2. HS Grad,90.48191336
36,4. College Grad,89.88004678
35,2. HS Grad,89.49247952
25,3. Some College,89.49247952
29,2. HS Grad,89.49247952
41,1. < HS Grad,89.49247952
32,3. Some College,89.49247952
50,2. HS Grad,89.49247952
62,2. HS Grad,89.49247952
55,2. HS Grad,89.49247952
23,1. < HS Grad,89.49247952
54,2. HS Grad,89.49247952
38,2. HS Grad,89.49247952
32,2. HS Grad,89.49247952
38,2. HS Grad,89.49247952
30,2. HS Grad,89.49247952
42,2. HS Grad,89.49247952
33,3. Some College,89.24288466
50,3. Some College,89.24288466
47,1. < HS Grad,89.24288466
53,3. Some College,89.24288466
40,3. Some College,89.24288466
62,2. HS Grad,89.24288466
33,2. HS Grad,89.24288466
28,3. Some College,89.24288466
71,1. < HS Grad,89.24288466
41,3. Some College,89.24288466
42,2. HS Grad,89.24288466
41,1. < HS Grad,89.24288466
46,4. College Grad,89.24288466
29,3. Some College,89.24288466
59,1. < HS Grad,89.16782867
30,2. HS Grad,88.99237719
35,2. HS Grad,88.92960664
51,4. College Grad,88.83156917
40,2. HS Grad,88.81647397
33,3. Some College,88.29869947
36,1. < HS Grad,87.98230643
56,5. Advanced Degree,87.98103279
70,4. College Grad,87.98103279
41,3. Some College,87.98103279
44,1. < HS Grad,87.98103279
41,1. < HS Grad,87.98103279
58,2. HS Grad,87.98103279
52,2. HS Grad,87.98103279
30,4. College Grad,87.98103279
68,2. HS Grad,87.98103279
37,3. Some College,87.98103279
33,2. HS Grad,87.98103279
45,2. HS Grad,87.98103279
49,2. HS Grad,87.98103279
56,2. HS Grad,87.98103279
33,5. Advanced Degree,87.98103279
28,5. Advanced Degree,87.98103279
50,2. HS Grad,87.98103279
52,2. HS Grad,87.98103279
28,2. HS Grad,87.98103279
37,3. Some College,87.98103279
33,4. College Grad,87.98103279
48,2. HS Grad,87.98103279
29,4. College Grad,87.98103279
29,3. Some College,87.98103279
36,3. Some College,87.98103279
31,3. Some College,87.98103279
33,2. HS Grad,87.98103279
41,4. College Grad,87.98103279
38,2. HS Grad,87.98103279
29,5. Advanced Degree,87.98103279
29,3. Some College,87.98103279
50,1. < HS Grad,87.98103279
72,5. Advanced Degree,87.98103279
40,3. Some College,87.98103279
39,4. College Grad,87.98103279
53,2. HS Grad,87.98103279
36,2. HS Grad,87.98103279
27,3. Some College,87.98103279
28,3. Some College,87.98103279
65,2. HS Grad,87.98103279
46,2. HS Grad,87.98103279
65,4. College Grad,87.98103279
38,1. < HS Grad,87.98103279
50,2. HS Grad,87.98103279
47,1. < HS Grad,87.98103279
58,3. Some College,87.98103279
47,2. HS Grad,87.98103279
34,4. College Grad,87.98103279
56,4. College Grad,87.98103279
49,2. HS Grad,87.98103279
40,2. HS Grad,87.98103279
49,3. Some College,87.98103279
47,4. College Grad,87.98103279
31,4. College Grad,87.98103279
54,4. College Grad,87.98103279
39,2. HS Grad,87.98103279
62,2. HS Grad,87.98103279
29,4. College Grad,87.98103279
32,2. HS Grad,87.98103279
71,4. College Grad,87.98103279
57,5. Advanced Degree,87.98103279
33,3. Some College,87.98103279
51,1. < HS Grad,87.98103279
40,3. Some College,87.98103279
55,3. Some College,87.98103279
48,2. HS Grad,87.98103279
35,2. HS Grad,87.98103279
80,2. HS Grad,87.98103279
45,2. HS Grad,87.98103279
33,1. < HS Grad,87.98103279
43,2. HS Grad,87.98103279
44,1. < HS Grad,87.98103279
40,3. Some College,87.98103279
45,2. HS Grad,87.98103279
33,1. < HS Grad,87.98103279
57,3. Some College,87.98103279
26,3. Some College,87.98103279
32,4. College Grad,87.98103279
23,1. < HS Grad,87.98103279
55,2. HS Grad,87.98103279
46,2. HS Grad,87.98103279
25,3. Some College,87.98103279
24,2. HS Grad,87.98103279
23,2. HS Grad,87.98103279
49,1. < HS Grad,87.98103279
30,2. HS Grad,87.98103279
33,3. Some College,87.98103279
23,1. < HS Grad,87.98103279
68,2. HS Grad,87.98103279
55,4. College Grad,87.98103279
44,1. < HS Grad,87.98103279
36,2. HS Grad,87.98103279
41,3. Some College,87.98103279
39,4. College Grad,87.98103279
40,3. Some College,87.98103279
40,5. Advanced Degree,87.98103279
50,2. HS Grad,87.98103279
50,2. HS Grad,87.98103279
67,1. < HS Grad,87.98103279
44,4. College Grad,87.98103279
48,2. HS Grad,87.98103279
59,3. Some College,87.98103279
54,2. HS Grad,87.98103279
58,1. < HS Grad,87.98103279
25,2. HS Grad,87.98103279
22,2. HS Grad,87.98103279
53,2. HS Grad,87.98103279
27,3. Some College,87.98103279
38,2. HS Grad,87.8535469
48,3. Some College,87.78843622
37,2. HS Grad,87.38744997
36,2. HS Grad,86.91032774
43,1. < HS Grad,86.69515483
29,3. Some College,86.69515483
33,4. College Grad,86.69515483
47,4. College Grad,86.69515483
54,3. Some College,86.69515483
51,2. HS Grad,86.69515483
30,1. < HS Grad,86.69515483
41,3. Some College,86.69515483
56,2. HS Grad,86.69515483
26,2. HS Grad,86.69515483
52,3. Some College,86.69515483
36,3. Some College,86.69515483
25,2. HS Grad,86.69515483
54,2. HS Grad,86.69515483
32,3. Some College,86.17378673
35,2. HS Grad,86.04280113
35,1. < HS Grad,85.90104432
27,2. HS Grad,85.38658902
75,4. College Grad,85.38394038
42,2. HS Grad,85.38394038
42,2. HS Grad,85.38394038
55,1. < HS Grad,85.38394038
33,3. Some College,85.38394038
52,3. Some College,85.38394038
60,4. College Grad,85.38394038
48,5. Advanced Degree,85.38394038
58,2. HS Grad,85.38394038
44,3. Some College,85.38394038
24,2. HS Grad,85.38394038
30,2. HS Grad,85.38394038
47,2. HS Grad,85.38394038
42,2. HS Grad,85.38394038
41,3. Some College,85.38394038
39,2. HS Grad,85.38394038
37,2. HS Grad,85.38394038
25,4. College Grad,85.38394038
47,3. Some College,85.38394038
56,4. College Grad,85.38394038
23,2. HS Grad,85.38394038
48,1. < HS Grad,85.38394038
53,2. HS Grad,85.38394038
42,2. HS Grad,85.38394038
29,3. Some College,85.38394038
46,5. Advanced Degree,85.38394038
42,2. HS Grad,85.38394038
25,4. College Grad,85.38394038
27,2. HS Grad,85.38394038
40,2. HS Grad,85.38394038
50,2. HS Grad,85.38394038
49,2. HS Grad,85.38394038
56,1. < HS Grad,85.38394038
40,3. Some College,85.11853342
47,2. HS Grad,84.85204409
37,4. College Grad,84.7183897
48,2. HS Grad,84.52946902
37,3. Some College,84.45025367
46,2. HS Grad,84.39111475
46,4. College Grad,84.31576886
28,3. Some College,84.10001012
43,2. HS Grad,84.04595765
23,2. HS Grad,84.04595765
40,2. HS Grad,84.04595765
39,3. Some College,84.04595765
27,1. < HS Grad,84.04595765
32,4. College Grad,84.04595765
28,2. HS Grad,84.04595765
31,2. HS Grad,84.04595765
32,4. College Grad,84.04595765
21,2. HS Grad,84.04595765
25,2. HS Grad,84.04595765
47,3. Some College,84.04595765
33,4. College Grad,84.04595765
26,2. HS Grad,84.04595765
63,4. College Grad,84.04595765
21,2. HS Grad,84.04595765
45,2. HS Grad,84.04595765
32,2. HS Grad,84.04595765
38,3. Some College,84.04595765
30,3. Some College,84.04595765
36,3. Some College,83.32134154
41,5. Advanced Degree,83.19132429
49,3. Some College,82.74175417
57,2. HS Grad,82.68239934
37,4. College Grad,82.6796373
46,2. HS Grad,82.6796373
50,5. Advanced Degree,82.6796373
40,3. Some College,82.6796373
28,1. < HS Grad,82.6796373
61,5. Advanced Degree,82.6796373
30,3. Some College,82.6796373
20,3. Some College,82.6796373
40,1. < HS Grad,82.6796373
54,2. HS Grad,82.6796373
43,1. < HS Grad,82.6796373
53,2. HS Grad,82.6796373
33,2. HS Grad,82.6796373
51,1. < HS Grad,82.6796373
34,4. College Grad,82.6796373
34,2. HS Grad,82.6796373
28,2. HS Grad,82.6796373
41,4. College Grad,82.6796373
80,2. HS Grad,82.6796373
45,4. College Grad,82.6796373
45,2. HS Grad,82.6796373
47,2. HS Grad,82.6796373
41,2. HS Grad,82.6796373
51,2. HS Grad,82.6796373
31,3. Some College,82.6796373
50,4. College Grad,82.6796373
27,2. HS Grad,82.6796373
42,2. HS Grad,82.6796373
44,1. < HS Grad,82.6796373
47,1. < HS Grad,82.6796373
26,4. College Grad,82.6796373
43,3. Some College,82.6796373
34,2. HS Grad,82.6796373
25,1. < HS Grad,82.6796373
33,3. Some College,82.6796373
20,3. Some College,82.6796373
56,3. Some College,81.98531783
50,2. HS Grad,81.98531783
48,1. < HS Grad,81.69842172
53,4. College Grad,81.63526865
36,3. Some College,81.44683486
34,2. HS Grad,81.28607729
34,2. HS Grad,81.28325328
33,5. Advanced Degree,81.28325328
39,2. HS Grad,81.28325328
22,2. HS Grad,81.28325328
31,2. HS Grad,81.28325328
25,2. HS Grad,81.28325328
23,1. < HS Grad,81.28325328
22,2. HS Grad,81.28325328
66,1. < HS Grad,81.28325328
26,2. HS Grad,81.28325328
43,4. College Grad,81.28325328
33,1. < HS Grad,81.28325328
29,4. College Grad,81.28325328
34,2. HS Grad,81.28325328
55,2. HS Grad,81.28325328
59,2. HS Grad,81.28325328
22,2. HS Grad,81.28325328
25,3. Some College,81.28325328
27,4. College Grad,81.28325328
59,2. HS Grad,81.28325328
34,3. Some College,81.28325328
59,2. HS Grad,81.28325328
31,4. College Grad,81.28325328
51,3. Some College,81.28325328
50,5. Advanced Degree,81.28325328
25,1. < HS Grad,81.28325328
32,2. HS Grad,81.28325328
31,2. HS Grad,81.28325328
38,4. College Grad,81.28325328
23,2. HS Grad,81.28325328
50,2. HS Grad,81.28325328
27,4. College Grad,81.28325328
43,1. < HS Grad,81.28325328
42,3. Some College,81.28325328
37,1. < HS Grad,81.28325328
39,2. HS Grad,81.28325328
31,1. < HS Grad,81.28325328
55,2. HS Grad,81.28325328
36,2. HS Grad,81.28325328
52,2. HS Grad,81.28325328
62,1. < HS Grad,81.28325328
23,3. Some College,81.28325328
47,4. College Grad,81.28325328
49,1. < HS Grad,81.28325328
43,2. HS Grad,81.28325328
41,2. HS Grad,81.28325328
44,1. < HS Grad,81.28325328
22,2. HS Grad,81.28325328
33,2. HS Grad,81.28325328
52,2. HS Grad,81.28325328
55,1. < HS Grad,81.28325328
56,1. < HS Grad,81.28325328
35,3. Some College,81.28325328
35,2. HS Grad,81.28325328
39,5. Advanced Degree,81.28325328
41,3. Some College,81.28325328
31,2. HS Grad,81.28325328
51,2. HS Grad,81.28325328
40,4. College Grad,81.28325328
51,1. < HS Grad,81.28325328
20,2. HS Grad,81.28325328
47,5. Advanced Degree,81.28325328
30,4. College Grad,81.28325328
45,3. Some College,81.28325328
30,3. Some College,81.28325328
53,1. < HS Grad,81.28325328
37,4. College Grad,81.28325328
57,2. HS Grad,81.28325328
55,2. HS Grad,81.28325328
31,3. Some College,81.28325328
39,2. HS Grad,81.28325328
61,2. HS Grad,81.28325328
33,2. HS Grad,81.28325328
25,2. HS Grad,81.28325328
59,4. College Grad,81.28325328
22,3. Some College,81.28325328
33,3. Some College,81.28325328
32,1. < HS Grad,81.28325328
30,2. HS Grad,81.28325328
58,2. HS Grad,81.28325328
47,3. Some College,81.28325328
22,3. Some College,81.28325328
39,2. HS Grad,81.28325328
40,1. < HS Grad,81.28325328
45,2. HS Grad,81.28325328
27,3. Some College,81.28325328
33,1. < HS Grad,81.28325328
24,2. HS Grad,81.28325328
23,2. HS Grad,81.22674631
69,2. HS Grad,81.22674631
40,3. Some College,80.85819596
62,2. HS Grad,80.57319971
27,4. College Grad,80.57319971
53,2. HS Grad,80.57319971
31,5. Advanced Degree,80.57319971
54,1. < HS Grad,80.48744436
34,2. HS Grad,80.43020795
22,3. Some College,80.43020795
40,2. HS Grad,79.85490031
80,2. HS Grad,79.85490031
49,2. HS Grad,79.85490031
61,4. College Grad,79.85490031
33,3. Some College,79.85490031
42,2. HS Grad,79.85490031
58,4. College Grad,79.85490031
58,2. HS Grad,79.85490031
56,1. < HS Grad,79.85490031
52,2. HS Grad,79.85490031
30,2. HS Grad,79.85490031
25,1. < HS Grad,79.85490031
34,2. HS Grad,79.85490031
44,2. HS Grad,79.85490031
43,3. Some College,79.85490031
43,1. < HS Grad,79.85490031
25,1. < HS Grad,79.85490031
50,2. HS Grad,79.85490031
39,2. HS Grad,79.85490031
55,1. < HS Grad,79.85490031
51,2. HS Grad,79.85490031
49,4. College Grad,79.85490031
33,1. < HS Grad,79.85490031
29,2. HS Grad,79.85490031
47,2. HS Grad,79.85490031
29,2. HS Grad,79.85490031
44,2. HS Grad,79.85490031
23,4. College Grad,79.85490031
29,3. Some College,79.85490031
54,2. HS Grad,79.85490031
49,2. HS Grad,79.85490031
27,1. < HS Grad,79.85490031
61,5. Advanced Degree,79.1280845
42,2. HS Grad,78.98460618
62,2. HS Grad,78.98167452
43,2. HS Grad,78.98167452
34,4. College Grad,78.3924668
70,2. HS Grad,78.3924668
47,1. < HS Grad,78.3924668
37,2. HS Grad,78.3924668
44,1. < HS Grad,78.3924668
40,3. Some College,78.3924668
50,4. College Grad,78.3924668
48,2. HS Grad,78.3924668
22,4. College Grad,78.3924668
47,2. HS Grad,78.3924668
48,3. Some College,78.3924668
37,2. HS Grad,78.3924668
22,3. Some College,78.3924668
39,2. HS Grad,78.3924668
26,3. Some College,78.3924668
23,2. HS Grad,78.346562
39,2. HS Grad,78.21457569
51,2. HS Grad,78.21457569
54,2. HS Grad,78.15516141
69,2. HS Grad,77.7376033
36,1. < HS Grad,77.49768139
25,2. HS Grad,77.49768139
60,1. < HS Grad,77.04520085
25,2. HS Grad,76.89360252
33,1. < HS Grad,76.89360252
34,3. Some College,76.89360252
46,2. HS Grad,76.89360252
32,2. HS Grad,76.89360252
28,2. HS Grad,76.89360252
52,2. HS Grad,76.89360252
24,2. HS Grad,76.89360252
54,2. HS Grad,76.89360252
27,2. HS Grad,76.89360252
20,2. HS Grad,76.89360252
67,4. College Grad,76.89360252
26,4. College Grad,76.89360252
20,2. HS Grad,76.89360252
44,1. < HS Grad,76.89360252
18,2. HS Grad,76.89360252
51,3. Some College,76.89360252
60,2. HS Grad,76.89360252
25,2. HS Grad,76.89360252
35,3. Some College,76.89360252
76,4. College Grad,76.89360252
45,2. HS Grad,76.89360252
51,3. Some College,76.89360252
50,2. HS Grad,76.89360252
19,2. HS Grad,76.89360252
32,3. Some College,76.89360252
26,3. Some College,76.89360252
59,2. HS Grad,76.89360252
23,4. College Grad,76.89360252
36,2. HS Grad,76.89360252
27,1. < HS Grad,76.4884434
39,2. HS Grad,76.43645437
44,4. College Grad,76.40585107
31,3. Some College,76.28327785
22,4. College Grad,76.28327785
28,2. HS Grad,76.12969964
37,2. HS Grad,75.89548482
44,2. HS Grad,75.8522372
40,3. Some College,75.61069586
49,2. HS Grad,75.35567932
55,1. < HS Grad,75.35567932
23,2. HS Grad,75.35567932
73,2. HS Grad,75.35567932
58,1. < HS Grad,75.35567932
45,3. Some College,75.35567932
24,2. HS Grad,75.35567932
20,2. HS Grad,75.35567932
57,4. College Grad,75.35567932
32,2. HS Grad,75.35567932
35,2. HS Grad,75.35567932
41,1. < HS Grad,75.35567932
37,2. HS Grad,75.35567932
39,1. < HS Grad,75.35567932
23,4. College Grad,75.35567932
40,2. HS Grad,75.35567932
31,3. Some College,75.35567932
56,3. Some College,75.35567932
35,2. HS Grad,75.19962815
18,1. < HS Grad,75.04315402
50,2. HS Grad,75.04315402
53,2. HS Grad,75.04315402
37,2. HS Grad,75.04315402
42,2. HS Grad,75.04315402
20,2. HS Grad,75.04315402
40,1. < HS Grad,75.04315402
63,2. HS Grad,75.04315402
58,2. HS Grad,75.04315402
22,2. HS Grad,75.04315402
56,2. HS Grad,75.04315402
21,1. < HS Grad,75.04315402
26,2. HS Grad,75.04315402
22,2. HS Grad,75.04315402
20,3. Some College,75.04315402
22,1. < HS Grad,75.04315402
24,3. Some College,74.57116177
42,3. Some College,74.4446382
46,5. Advanced Degree,74.43830467
34,1. < HS Grad,74.41296351
24,3. Some College,73.93571929
39,2. HS Grad,73.77734527
50,1. < HS Grad,73.77574327
45,2. HS Grad,73.77574327
27,1. < HS Grad,73.77574327
25,1. < HS Grad,73.77574327
27,2. HS Grad,73.77574327
23,2. HS Grad,73.77574327
57,4. College Grad,73.77574327
29,2. HS Grad,73.77574327
25,2. HS Grad,73.77574327
24,2. HS Grad,73.77574327
26,3. Some College,73.77574327
65,1. < HS Grad,73.77574327
63,1. < HS Grad,73.77574327
35,1. < HS Grad,73.77574327
45,2. HS Grad,73.77574327
59,5. Advanced Degree,73.77574327
23,3. Some College,73.77574327
24,2. HS Grad,73.77574327
31,4. College Grad,73.77574327
39,1. < HS Grad,73.77574327
35,1. < HS Grad,73.77574327
60,1. < HS Grad,73.77574327
59,3. Some College,73.77574327
35,2. HS Grad,73.77574327
62,5. Advanced Degree,73.77574327
29,5. Advanced Degree,73.77574327
32,2. HS Grad,73.77574327
22,3. Some College,73.77574327
26,2. HS Grad,73.77574327
29,1. < HS Grad,73.77574327
52,2. HS Grad,73.77574327
35,2. HS Grad,73.77574327
22,3. Some College,73.77574327
22,3. Some College,73.77574327
40,3. Some College,73.77574327
46,1. < HS Grad,73.77574327
45,2. HS Grad,73.77574327
39,4. College Grad,73.77574327
43,2. HS Grad,73.77574327
54,1. < HS Grad,73.77574327
43,4. College Grad,73.77574327
40,3. Some College,73.77574327
19,2. HS Grad,73.77574327
48,1. < HS Grad,73.77574327
41,4. College Grad,73.77574327
41,3. Some College,73.77574327
32,2. HS Grad,73.77574327
23,2. HS Grad,73.77574327
43,4. College Grad,73.77574327
32,2. HS Grad,73.77574327
43,2. HS Grad,73.77574327
50,2. HS Grad,73.77574327
39,2. HS Grad,73.77574327
51,2. HS Grad,73.77574327
32,2. HS Grad,73.77574327
41,3. Some College,73.77574327
47,4. College Grad,73.77574327
37,1. < HS Grad,73.77574327
48,3. Some College,73.77574327
53,1. < HS Grad,73.77574327
33,1. < HS Grad,73.77574327
39,2. HS Grad,73.77574327
33,2. HS Grad,73.77574327
26,1. < HS Grad,73.77574327
54,5. Advanced Degree,73.77574327
52,2. HS Grad,73.77574327
76,3. Some College,73.77574327
23,3. Some College,73.77574327
18,2. HS Grad,73.77574327
44,2. HS Grad,73.77574327
34,2. HS Grad,73.77574327
40,2. HS Grad,73.77574327
29,2. HS Grad,73.77574327
23,2. HS Grad,73.45442826
36,2. HS Grad,73.29308207
58,4. College Grad,73.11830692
49,2. HS Grad,72.56122831
43,2. HS Grad,72.4793163
54,3. Some College,72.4793163
20,1. < HS Grad,72.4793163
27,2. HS Grad,72.15045568
24,2. HS Grad,72.15045568
23,1. < HS Grad,72.15045568
49,2. HS Grad,72.15045568
21,2. HS Grad,72.15045568
52,4. College Grad,72.15045568
34,1. < HS Grad,72.15045568
36,2. HS Grad,72.15045568
18,2. HS Grad,72.15045568
28,2. HS Grad,72.15045568
22,2. HS Grad,72.15045568
20,3. Some College,72.15045568
43,2. HS Grad,72.15045568
34,1. < HS Grad,72.15045568
40,1. < HS Grad,72.15045568
56,2. HS Grad,71.68674367
44,1. < HS Grad,71.68674367
47,1. < HS Grad,71.68674367
30,2. HS Grad,71.68674367
65,2. HS Grad,71.31963879
44,4. College Grad,71.15195654
43,2. HS Grad,70.90958587
51,1. < HS Grad,70.81503862
30,1. < HS Grad,70.81503862
37,2. HS Grad,70.81503862
57,5. Advanced Degree,70.81503862
41,2. HS Grad,70.81503862
20,3. Some College,70.81503862
35,1. < HS Grad,70.81503862
25,2. HS Grad,70.81503862
32,2. HS Grad,70.81503862
22,2. HS Grad,70.66104767
30,3. Some College,70.5134157
24,4. College Grad,70.47601965
18,2. HS Grad,70.47601965
21,2. HS Grad,70.47601965
49,3. Some College,70.47601965
51,2. HS Grad,70.47601965
37,1. < HS Grad,70.47601965
44,1. < HS Grad,70.47601965
48,2. HS Grad,70.47601965
41,4. College Grad,70.47601965
58,1. < HS Grad,70.47601965
44,1. < HS Grad,70.47601965
38,2. HS Grad,70.47601965
53,2. HS Grad,70.47601965
39,1. < HS Grad,70.47601965
48,2. HS Grad,70.47601965
32,5. Advanced Degree,70.47601965
19,2. HS Grad,70.47601965
30,2. HS Grad,70.47601965
58,4. College Grad,70.47601965
50,4. College Grad,70.47601965
52,3. Some College,70.47601965
66,2. HS Grad,70.47601965
24,2. HS Grad,70.47601965
20,2. HS Grad,70.47601965
34,1. < HS Grad,70.47601965
74,4. College Grad,70.47601965
45,1. < HS Grad,70.47601965
40,1. < HS Grad,70.47601965
20,2. HS Grad,69.92912721
30,3. Some College,69.79153085
18,1. < HS Grad,69.6190369
25,1. < HS Grad,69.6190369
25,1. < HS Grad,69.09818381
48,4. College Grad,69.01087662
34,3. Some College,68.74808773
46,1. < HS Grad,68.74808773
43,2. HS Grad,68.74808773
41,1. < HS Grad,68.74808773
23,1. < HS Grad,68.74808773
39,1. < HS Grad,68.74808773
34,1. < HS Grad,68.74808773
44,5. Advanced Degree,68.74808773
19,2. HS Grad,68.74808773
28,3. Some College,68.74808773
51,2. HS Grad,68.74808773
39,1. < HS Grad,68.74808773
37,1. < HS Grad,68.74808773
40,2. HS Grad,68.5721657
35,2. HS Grad,68.50868966
22,2. HS Grad,68.3956538
23,3. Some College,68.11199407
28,2. HS Grad,68.11199407
52,1. < HS Grad,68.11199407
32,2. HS Grad,68.11199407
53,1. < HS Grad,68.07642829
39,1. < HS Grad,67.86252341
50,2. HS Grad,67.82678713
59,3. Some College,67.36898208
51,2. HS Grad,67.17929148
28,2. HS Grad,67.14308075
25,2. HS Grad,66.96164432
46,4. College Grad,66.96164432
32,1. < HS Grad,66.96164432
48,4. College Grad,66.96164432
26,2. HS Grad,66.96164432
32,1. < HS Grad,66.96164432
45,2. HS Grad,66.96164432
53,2. HS Grad,66.96164432
26,2. HS Grad,66.96164432
40,2. HS Grad,66.96164432
26,2. HS Grad,66.96164432
24,3. Some College,66.32519494
